 &plot nbnd=  12, nks=    61 /
  -20.061   -8.159   -3.681   -3.651    2.405    3.986    4.849    7.794    7.849    9.460
   10.821   11.255
            0.000000  0.000000  0.000000
  -20.076   -8.177   -3.621   -3.617    2.385    3.966    4.829    7.784    7.785    9.441
   10.873   11.235
            0.028512 -0.016459  0.000000
  -20.057   -8.154   -3.698   -3.663    2.411    3.992    4.855    7.797    7.869    9.466
   10.805   11.261
            0.057024 -0.032919  0.000000
  -19.999   -8.085   -3.929   -3.789    2.490    4.070    4.933    7.836    8.107    9.541
   10.605   11.340
            0.085537 -0.049378  0.000000
  -19.902   -7.970   -4.287   -3.995    2.623    4.201    5.062    7.905    8.465    9.664
   10.281   11.470
            0.114049 -0.065837  0.000000
  -19.768   -7.809   -4.745   -4.274    2.808    4.384    5.244    8.006    8.892    9.836
    9.848   11.652
            0.142561 -0.082297  0.000000
  -19.595   -7.603   -5.273   -4.618    3.045    4.619    5.478    8.144    9.321    9.337
   10.056   11.884
            0.171073 -0.098756  0.000000
  -19.384   -7.352   -5.848   -5.015    3.336    4.905    5.764    8.323    8.720    9.755
   10.322   12.166
            0.199585 -0.115215  0.000000
  -19.136   -7.059   -6.448   -5.457    3.680    5.242    6.102    8.062    8.543   10.124
   10.632   12.497
            0.228098 -0.131675  0.000000
  -18.851   -7.060   -6.723   -5.932    4.076    5.630    6.493    7.364    8.806   10.443
   10.981   12.876
            0.256610 -0.148134  0.000000
  -18.529   -7.673   -6.431   -6.346    4.524    6.067    6.641    6.935    9.112   10.721
   11.362   13.303
            0.285122 -0.164593  0.000000
  -18.170   -8.279   -6.944   -5.930    5.025    5.906    6.552    7.428    9.459   10.973
   11.763   13.776
            0.313634 -0.181053  0.000000
  -17.777   -8.871   -7.464   -5.477    5.170    5.578    7.082    7.972    9.844   11.208
   12.155   14.293
            0.342146 -0.197512  0.000000
  -17.349   -9.445   -7.982   -4.991    4.442    6.183    7.653    8.566   10.264   11.431
   12.482   14.853
            0.370658 -0.213971  0.000000
  -16.889   -9.997   -8.493   -4.475    3.728    6.838    8.257    9.209   10.713   11.647
   12.650   15.447
            0.399171 -0.230431  0.000000
  -16.398  -10.525   -8.989   -3.935    3.036    7.542    8.877    9.897   11.182   11.855
   12.595   15.571
            0.427683 -0.246890  0.000000
  -15.879  -11.026   -9.465   -3.375    2.369    8.295    9.473   10.627   11.660   12.051
   12.420   15.929
            0.456195 -0.263349  0.000000
  -15.337  -11.500   -9.915   -2.805    1.733    9.092    9.957   11.384   12.133   12.227
   12.337   16.282
            0.484707 -0.279809  0.000000
  -14.779  -11.944  -10.329   -2.234    1.130    9.926   10.200   12.119   12.367   12.552
   12.605   15.674
            0.513219 -0.296268  0.000000
  -14.217  -12.358  -10.693   -1.674    0.563   10.208   10.782   12.447   12.631   13.095
   13.193   15.149
            0.541732 -0.312727  0.000000
  -13.681  -12.742  -10.982   -1.138    0.035   10.132   11.610   12.436   12.811   13.817
   13.864   14.728
            0.570244 -0.329187  0.000000
  -13.232  -13.094  -11.134   -0.642   -0.454   10.082   12.222   12.314   12.808   14.302
   14.410   14.535
            0.556132 -0.337666  0.000000
  -13.368  -12.993  -11.085   -0.829   -0.270   10.097   12.109   12.298   12.784   14.194
   14.317   14.492
            0.542020 -0.346145  0.000000
  -13.516  -12.935  -10.964   -1.036   -0.072   10.136   11.974   12.192   12.656   14.077
   14.082   14.462
            0.527908 -0.354624  0.000000
  -13.657  -12.930  -10.777   -1.235    0.112   10.200   11.829   12.037   12.422   13.858
   13.960   14.341
            0.513795 -0.363103  0.000000
  -13.791  -12.965  -10.542   -1.424    0.278   10.288   11.675   11.831   12.139   13.644
   13.842   14.194
            0.499683 -0.371582  0.000000
  -13.918  -13.025  -10.275   -1.602    0.426   10.397   11.474   11.577   11.890   13.444
   13.723   14.045
            0.485571 -0.380061  0.000000
  -14.036  -13.098   -9.987   -1.769    0.557   10.525   11.106   11.406   11.697   13.256
   13.605   13.899
            0.471459 -0.388540  0.000000
  -14.146  -13.178   -9.687   -1.926    0.670   10.666   10.678   11.263   11.530   13.080
   13.489   13.757
            0.457347 -0.397019  0.000000
  -14.248  -13.259   -9.384   -2.071    0.766   10.234   10.814   11.130   11.377   12.917
   13.378   13.623
            0.443235 -0.405498  0.000000
  -14.342  -13.339   -9.081   -2.204    0.847    9.790   10.962   11.006   11.236   12.768
   13.271   13.496
            0.429123 -0.413977  0.000000
  -14.428  -13.415   -8.783   -2.327    0.914    9.357   10.892   11.102   11.105   12.631
   13.172   13.377
            0.415011 -0.422456  0.000000
  -14.506  -13.487   -8.494   -2.438    0.969    8.940   10.788   10.986   11.228   12.506
   13.080   13.268
            0.400899 -0.430935  0.000000
  -14.575  -13.552   -8.219   -2.537    1.013    8.547   10.695   10.878   11.335   12.395
   12.997   13.168
            0.386787 -0.439414  0.000000
  -14.637  -13.611   -7.962   -2.625    1.047    8.183   10.612   10.782   11.421   12.297
   12.923   13.078
            0.372674 -0.447893  0.000000
  -14.690  -13.663   -7.726   -2.701    1.074    7.853   10.540   10.698   11.486   12.211
   12.859   12.999
            0.358562 -0.456372  0.000000
  -14.735  -13.707   -7.517   -2.766    1.095    7.562   10.480   10.626   11.533   12.138
   12.804   12.931
            0.344450 -0.464851  0.000000
  -14.772  -13.744   -7.339   -2.818    1.111    7.317   10.430   10.566   11.566   12.079
   12.760   12.875
            0.330338 -0.473330  0.000000
  -14.801  -13.773   -7.195   -2.860    1.122    7.120   10.392   10.520   11.588   12.032
   12.726   12.830
            0.316226 -0.481809  0.000000
  -14.821  -13.793   -7.089   -2.889    1.129    6.976   10.364   10.486   11.602   11.999
   12.701   12.798
            0.302114 -0.490288  0.000000
  -14.833  -13.806   -7.025   -2.906    1.133    6.889   10.348   10.466   11.609   11.978
   12.687   12.778
            0.288002 -0.498767  0.000000
  -14.838  -13.810   -7.003   -2.912    1.134    6.860   10.343   10.459   11.611   11.972
   12.682   12.772
